1.218584600000000000e+07,1.000000000000000000e+03,0.000000000000000000e+00,1.287842045686397512e+02
1.513461400000000000e+07,1.030303030303030255e+03,8.080808080808081495e-02,1.734242769500015697e+02
1.863834900000000000e+07,1.060606060606060510e+03,5.010101010101010388e+00,1.802564336525880151e+02
1.773528100000000000e+07,1.090909090909090992e+03,6.141414141414141881e+00,2.446794756889501627e+02
1.812094600000000000e+07,1.121212121212121247e+03,2.989898989898990056e+00,1.434604977434445061e+02
1.981462500000000000e+07,1.151515151515151501e+03,8.000000000000000000e+00,2.045800309450459054e+02
1.973397200000000000e+07,1.181818181818181756e+03,6.303030303030303649e+00,2.454042948081866484e+02
1.084284800000000000e+07,1.212121212121212011e+03,3.070707070707070940e+00,2.008705650086419041e+02
1.233512500000000000e+07,1.242424242424242493e+03,1.616161616161616299e-01,1.824458483886727436e+02
1.527895100000000000e+07,1.272727272727272748e+03,6.787878787878788067e+00,2.506004560127234697e+02
1.199935300000000000e+07,1.303030303030303003e+03,4.848484848484848619e+00,2.153410502349354374e+02
1.179100100000000000e+07,1.333333333333333485e+03,2.101010101010101216e+00,1.757744721261364305e+02
1.247960100000000000e+07,1.363636363636363512e+03,5.575757575757576134e+00,2.275500270221369021e+02
1.236148500000000000e+07,1.393939393939393995e+03,2.666666666666666963e+00,1.971439758918511984e+02
1.646677200000000000e+07,1.424242424242424249e+03,4.121212121212121993e+00,2.372311235639274116e+02
1.668641300000000000e+07,1.454545454545454504e+03,3.232323232323232598e-01,1.787522909238361137e+02
1.186847200000000000e+07,1.484848484848484986e+03,7.434343434343435142e+00,2.433613668249439286e+02
1.660161500000000000e+07,1.515151515151515014e+03,5.656565656565657463e-01,2.338692884524472788e+02
1.493724000000000000e+07,1.545454545454545496e+03,8.080808080808081773e-01,1.693033877076997271e+02
1.252224900000000000e+07,1.575757575757575751e+03,5.979797979797980112e+00,2.277564416466448449e+02
1.173240500000000000e+07,1.606060606060606005e+03,3.636363636363636687e+00,2.284064186256713072e+02
1.149843700000000000e+07,1.636363636363636488e+03,7.272727272727272929e-01,2.073355108457962785e+02
1.765379600000000000e+07,1.666666666666666742e+03,1.616161616161616355e+00,1.815184879281909787e+02
1.814565600000000000e+07,1.696969696969696997e+03,1.454545454545454586e+00,2.394967629953531230e+02
1.413493300000000000e+07,1.727272727272727252e+03,5.898989898989899672e+00,2.679763092887683342e+02
1.858039200000000000e+07,1.757575757575757507e+03,1.535353535353535470e+00,2.578305999692003070e+02
1.050388500000000000e+07,1.787878787878787989e+03,2.020202020202020332e+00,2.544377753383037088e+02
1.245986700000000000e+07,1.818181818181818244e+03,1.696969696969697017e+00,2.031730194919663859e+02
1.280440100000000000e+07,1.848484848484848499e+03,5.656565656565657463e+00,2.308685249223791516e+02
1.553927700000000000e+07,1.878787878787878981e+03,1.858585858585858785e+00,2.184733346626521779e+02
1.876484000000000000e+07,1.909090909090909008e+03,7.838383838383839120e+00,3.191306166915554741e+02
1.939370900000000000e+07,1.939393939393939490e+03,7.272727272727273373e+00,3.091552082524627281e+02
1.418799100000000000e+07,1.969696969696969745e+03,2.343434343434343425e+00,2.397621893206443815e+02
1.790244200000000000e+07,2.000000000000000000e+03,5.414141414141414366e+00,3.128519835550055745e+02
1.735594900000000000e+07,2.030303030303030255e+03,4.040404040404040886e-01,2.168340839395049500e+02
1.363245000000000000e+07,2.060606060606060964e+03,6.626262626262627187e+00,3.148852710295237216e+02
1.281638400000000000e+07,2.090909090909090992e+03,2.262626262626262985e+00,2.742532491918257165e+02
1.212588700000000000e+07,2.121212121212121019e+03,3.474747474747474918e+00,3.046852985246734988e+02
1.299574700000000000e+07,2.151515151515151501e+03,5.090909090909091717e+00,2.756644469217490041e+02
