1.000000000000000000e+03,7.951951951951952147e+00,2.431200493876243627e+02
1.003003003003002959e+03,6.878878878878878389e+00,2.383261939742356788e+02
1.006006006006006032e+03,2.386386386386386338e+00,1.645451801210987810e+02
1.009009009009008992e+03,4.428428428428428099e+00,1.838826045075759907e+02
1.012012012012012065e+03,5.381381381381380891e+00,2.044398997378317802e+02
1.015015015015015024e+03,7.775775775775775500e+00,1.811001688039240207e+02
1.018018018018017983e+03,2.162162162162162282e-01,1.643596228536977435e+02
1.021021021021021056e+03,1.849849849849849903e+00,1.323049690445569411e+02
1.024024024024024129e+03,2.450450450450450290e+00,1.330030045040186621e+02
1.027027027027027088e+03,5.653653653653653244e+00,1.707677445980584423e+02
1.030030030030030048e+03,3.971971971971972160e+00,2.036804657022961464e+02
1.033033033033033007e+03,4.468468468468468124e+00,1.614570393178878192e+02
1.036036036036035966e+03,6.278278278278278002e+00,1.884253144528519783e+02
1.039039039039038926e+03,1.913913913913913856e+00,1.635199147317406698e+02
1.042042042042042112e+03,4.628628628628628228e+00,2.227687894768542662e+02
1.045045045045045072e+03,4.404404404404404505e-01,1.385163668629714948e+02
1.048048048048048031e+03,7.255255255255255165e+00,2.001843333449371301e+02
1.051051051051050990e+03,1.401401401401401348e+00,1.374487904401253786e+02
1.054054054054053950e+03,1.121121121121121111e-01,1.138377240197283982e+02
1.057057057057057136e+03,6.166166166166165974e-01,1.309532236927448423e+02
1.060060060060060096e+03,2.482482482482482600e-01,1.773176494039063584e+02
1.063063063063063055e+03,3.851851851851851638e+00,1.985394179622899742e+02
1.066066066066066014e+03,2.482482482482482489e+00,2.105085923768306770e+02
1.069069069069068973e+03,2.490490490490490316e+00,1.513567620595342476e+02
1.072072072072072160e+03,7.071071071071070691e+00,1.852858827887806967e+02
1.075075075075075119e+03,6.310310310310310200e+00,1.804007791083259917e+02
1.078078078078078079e+03,3.603603603603603434e-01,1.759364402561966756e+02
1.081081081081081038e+03,8.248248248248247760e-01,1.894838161201660398e+02
1.084084084084083997e+03,6.086086086086085700e+00,1.607537978183007681e+02
1.087087087087087184e+03,8.008008008008007939e-03,1.322098811958278759e+02
1.090090090090090143e+03,6.590590590590590381e+00,2.210021588124673997e+02
1.093093093093093103e+03,5.685685685685685442e+00,1.589862282714518926e+02
1.096096096096096062e+03,4.916916916916917124e+00,2.292654339768763805e+02
1.099099099099099021e+03,6.326326326326325855e+00,2.514675946867996856e+02
1.102102102102101981e+03,3.267267267267267350e+00,2.198076721098875339e+02
1.105105105105105167e+03,5.893893893893894287e+00,1.915042348847257756e+02
1.108108108108108127e+03,7.663663663663663250e+00,2.005801525676495487e+02
1.111111111111111086e+03,2.930930930930931044e+00,1.657677829835928378e+02
1.114114114114114045e+03,7.351351351351350871e+00,1.731212742345722972e+02
1.117117117117117004e+03,2.138138138138137911e+00,2.068356673795802578e+02
1.120120120120120191e+03,1.841841841841841854e+00,2.121700315665681273e+02
1.123123123123123150e+03,7.975975975975975629e+00,2.618616962750249968e+02
1.126126126126126110e+03,5.085085085085085055e+00,1.884832729774001052e+02
1.129129129129129069e+03,5.589589589589589735e+00,2.494557669022423738e+02
1.132132132132132028e+03,2.010010010010010006e+00,1.926366677964401788e+02
1.135135135135135215e+03,6.270270270270270174e+00,1.844087768846951576e+02
1.138138138138138174e+03,6.558558558558558182e+00,2.225049122782600364e+02
1.141141141141141134e+03,1.129129129129129216e+00,1.373767220702319776e+02
1.144144144144144093e+03,2.530530530530530342e+00,2.015906842257803362e+02
1.147147147147147052e+03,4.700700700700700452e+00,1.787147555906407490e+02
1.150150150150150239e+03,2.650650650650650419e+00,1.496445203640627142e+02
1.153153153153153198e+03,2.362362362362362411e+00,1.657490274855936150e+02
1.156156156156156158e+03,2.098098098098097886e+00,1.601781215144386863e+02
1.159159159159159117e+03,3.459459459459459651e+00,2.213205510258184177e+02
1.162162162162162076e+03,6.902902902902902760e+00,2.196164501026143512e+02
1.165165165165165035e+03,4.660660660660660426e+00,1.801600884652594061e+02
1.168168168168168222e+03,2.178178178178177937e+00,1.849190924080681953e+02
1.171171171171171181e+03,2.162162162162162282e+00,2.164072964219632809e+02
1.174174174174174141e+03,7.903903903903903405e+00,2.312901861923310491e+02
1.177177177177177100e+03,2.554554554554554713e+00,1.491316580304108186e+02
1.180180180180180287e+03,4.556556556556556892e+00,1.728027291879093355e+02
1.183183183183183246e+03,5.149149149149149451e+00,2.163499462494281715e+02
1.186186186186186205e+03,1.137137137137137044e+00,1.742057477931637663e+02
1.189189189189189165e+03,1.617617617617617576e+00,1.485248598368756632e+02
1.192192192192192124e+03,3.307307307307307376e+00,2.319761950511453392e+02
1.195195195195195083e+03,1.569569569569569500e+00,1.601925045550977131e+02
1.198198198198198270e+03,2.114114114114113985e+00,1.566396609956520649e+02
1.201201201201201229e+03,4.252252252252252340e+00,1.963172448230444331e+02
1.204204204204204188e+03,2.018018018018017834e+00,1.600792122569186802e+02
1.207207207207207148e+03,4.612612612612612573e+00,2.117227238411501276e+02
1.210210210210210107e+03,5.909909909909909942e+00,1.934843044524989750e+02
1.213213213213213294e+03,2.394394394394394165e+00,1.763729435737125755e+02
1.216216216216216253e+03,5.925925925925925597e+00,2.334315994324092571e+02
1.219219219219219212e+03,1.977977977977978030e+00,2.059666096711257524e+02
1.222222222222222172e+03,7.415415415415415268e+00,2.158507053560593079e+02
1.225225225225225131e+03,3.299299299299299104e+00,2.031380058639917934e+02
1.228228228228228090e+03,3.115115115115115074e+00,2.336105989360144122e+02
1.231231231231231277e+03,6.374374374374374597e+00,2.484488996684034419e+02
1.234234234234234236e+03,4.812812812812812702e+00,2.034741508061036370e+02
1.237237237237237196e+03,5.237237237237237331e+00,2.371783726060184847e+02
1.240240240240240155e+03,2.090090090090090058e+00,2.288003492899320008e+02
