1.651000000000000227e+03,4.326452172406379759e+02
1.691816326530612287e+03,4.549355296196551421e+02
1.732632653061224573e+03,4.715252475759918411e+02
1.773448979591836860e+03,4.825063887519466448e+02
1.814265306122449374e+03,4.683578863371971579e+02
1.855081632653061433e+03,4.821525306782943971e+02
1.895897959183673720e+03,5.400217555097202649e+02
1.936714285714286007e+03,5.345842671578692489e+02
1.977530612244898066e+03,5.583462076116229582e+02
2.018346938775510353e+03,5.664234447617513979e+02
2.059163265306122412e+03,5.813976511525488604e+02
2.099979591836734926e+03,5.964587372673581740e+02
2.140795918367346985e+03,5.967148316883482266e+02
2.181612244897959044e+03,6.194513901486195664e+02
2.222428571428571558e+03,6.165762649903032298e+02
2.263244897959184073e+03,6.531624598802053470e+02
2.304061224489796132e+03,6.665199210989537733e+02
2.344877551020408191e+03,6.705897593631339078e+02
2.385693877551020705e+03,6.690228872001849822e+02
2.426510204081633219e+03,6.789093230505670817e+02
2.467326530612245278e+03,7.074369643938030094e+02
2.508142857142857338e+03,7.107602881111782835e+02
2.548959183673469852e+03,7.451913410872418808e+02
2.589775510204081911e+03,7.298457618209563407e+02
2.630591836734693970e+03,7.438029215960094689e+02
2.671408163265306030e+03,7.382026910802763950e+02
2.712224489795918544e+03,7.729461222927953941e+02
2.753040816326530603e+03,7.722177055478060765e+02
2.793857142857142662e+03,7.842138118483546805e+02
2.834673469387755176e+03,7.764326081753612243e+02
2.875489795918367690e+03,8.047762635147317951e+02
2.916306122448979750e+03,8.332724588451544605e+02
2.957122448979591809e+03,8.256903699737844136e+02
2.997938775510204323e+03,8.210533253634432640e+02
3.038755102040816382e+03,8.338220373981649800e+02
3.079571428571428896e+03,8.330614217591135002e+02
3.120387755102041410e+03,8.256980744196746400e+02
3.161204081632653470e+03,8.435773369341511625e+02
3.202020408163265529e+03,8.693955170200721341e+02
3.242836734693877588e+03,8.515030147483425935e+02
3.283653061224490102e+03,8.631825574614074412e+02
3.324469387755102161e+03,8.530060131500782745e+02
3.365285714285714221e+03,8.771567537653886575e+02
3.406102040816326735e+03,8.637419958565878915e+02
3.446918367346938794e+03,8.746719415444281367e+02
3.487734693877551763e+03,8.777363361538990603e+02
3.528551020408163367e+03,8.741125977570638952e+02
3.569367346938775881e+03,8.828032952080189943e+02
3.610183673469387486e+03,9.108327208115878193e+02
3.651000000000000455e+03,8.974204630543912344e+02
