1.000000000000000000e+03,1.287842045686397512e+02
1.030303030303030255e+03,1.734242769500015697e+02
1.060606060606060510e+03,1.802564336525880151e+02
1.090909090909090992e+03,2.446794756889501627e+02
1.121212121212121247e+03,1.434604977434445061e+02
1.151515151515151501e+03,2.045800309450459054e+02
1.181818181818181756e+03,2.454042948081866484e+02
1.212121212121212011e+03,2.008705650086419041e+02
1.242424242424242493e+03,1.824458483886727436e+02
1.272727272727272748e+03,2.506004560127234697e+02
1.303030303030303003e+03,2.153410502349354374e+02
1.333333333333333485e+03,1.757744721261364305e+02
1.363636363636363512e+03,2.275500270221369021e+02
1.393939393939393995e+03,1.971439758918511984e+02
1.424242424242424249e+03,2.372311235639274116e+02
1.454545454545454504e+03,1.787522909238361137e+02
1.484848484848484986e+03,2.433613668249439286e+02
1.515151515151515014e+03,2.338692884524472788e+02
1.545454545454545496e+03,1.693033877076997271e+02
1.575757575757575751e+03,2.277564416466448449e+02
1.606060606060606005e+03,2.284064186256713072e+02
1.636363636363636488e+03,2.073355108457962785e+02
1.666666666666666742e+03,1.815184879281909787e+02
1.696969696969696997e+03,2.394967629953531230e+02
1.727272727272727252e+03,2.679763092887683342e+02
1.757575757575757507e+03,2.578305999692003070e+02
1.787878787878787989e+03,2.544377753383037088e+02
1.818181818181818244e+03,2.031730194919663859e+02
1.848484848484848499e+03,2.308685249223791516e+02
1.878787878787878981e+03,2.184733346626521779e+02
1.909090909090909008e+03,3.191306166915554741e+02
1.939393939393939490e+03,3.091552082524627281e+02
1.969696969696969745e+03,2.397621893206443815e+02
2.000000000000000000e+03,3.128519835550055745e+02
2.030303030303030255e+03,2.168340839395049500e+02
2.060606060606060964e+03,3.148852710295237216e+02
2.090909090909090992e+03,2.742532491918257165e+02
2.121212121212121019e+03,3.046852985246734988e+02
2.151515151515151501e+03,2.756644469217490041e+02
2.181818181818181984e+03,2.723978121299111308e+02
2.212121212121212011e+03,2.934917335165571330e+02
2.242424242424242493e+03,2.943905941942586537e+02
2.272727272727272975e+03,3.405530995878719409e+02
2.303030303030303003e+03,3.400732521479328625e+02
2.333333333333333485e+03,2.988662633827075297e+02
2.363636363636363967e+03,3.001550622135666231e+02
2.393939393939393995e+03,3.242976884247309499e+02
2.424242424242424022e+03,3.121859083247088051e+02
2.454545454545454504e+03,3.661108969477970732e+02
2.484848484848484986e+03,3.193909598966387762e+02
2.515151515151515014e+03,2.636618303870548061e+02
2.545454545454545496e+03,3.458403047642118509e+02
2.575757575757575978e+03,2.710460382983969794e+02
2.606060606060606005e+03,3.667018741908710808e+02
2.636363636363636488e+03,3.252192748593863598e+02
2.666666666666666970e+03,3.097501603150986966e+02
2.696969696969696997e+03,3.296858795406530476e+02
2.727272727272727025e+03,3.524245775113896002e+02
2.757575757575757962e+03,3.510404308014648223e+02
2.787878787878787989e+03,3.079269650788658055e+02
2.818181818181818016e+03,3.069943955153893853e+02
2.848484848484848499e+03,3.539077476721453195e+02
2.878787878787878981e+03,3.352324353289420742e+02
2.909090909090909008e+03,3.273924741931961648e+02
2.939393939393939490e+03,3.025989465693812690e+02
2.969696969696969973e+03,3.618025422089732501e+02
3.000000000000000000e+03,2.856008452297830331e+02
3.030303030303030482e+03,3.411536698052910310e+02
3.060606060606060510e+03,3.489797458150254670e+02
3.090909090909090992e+03,3.743855510791337338e+02
3.121212121212121474e+03,3.458251057024332908e+02
3.151515151515151501e+03,3.688809619499662631e+02
3.181818181818181984e+03,3.082625550618088823e+02
3.212121212121212011e+03,3.920723232707963462e+02
3.242424242424242493e+03,3.327976931997177985e+02
3.272727272727272975e+03,4.090678984547932941e+02
3.303030303030303003e+03,3.736736998711214710e+02
3.333333333333333485e+03,3.124181841457580617e+02
3.363636363636363967e+03,3.720158352114816580e+02
3.393939393939393995e+03,3.213539960630363908e+02
3.424242424242424477e+03,3.912140172368818298e+02
3.454545454545454504e+03,3.000950109054720087e+02
3.484848484848484986e+03,3.643170875165196776e+02
3.515151515151515468e+03,3.629992314574616898e+02
3.545454545454545496e+03,3.992162896635122138e+02
3.575757575757575978e+03,3.998255200898182693e+02
3.606060606060606005e+03,3.984808009785242575e+02
3.636363636363636488e+03,3.665970345461780084e+02
3.666666666666666970e+03,3.520949729358272293e+02
3.696969696969696997e+03,3.782772286849595957e+02
3.727272727272727479e+03,3.125773626416007573e+02
3.757575757575757507e+03,4.140512442839284404e+02
3.787878787878787989e+03,3.238766160021849032e+02
3.818181818181818471e+03,3.914460937947946491e+02
3.848484848484848499e+03,3.508151890986384842e+02
3.878787878787878981e+03,4.139147020133902402e+02
3.909090909090909008e+03,3.714006885964357139e+02
3.939393939393939490e+03,3.602809108836295877e+02
3.969696969696969973e+03,3.251339093444213404e+02
4.000000000000000000e+03,3.833239023012517350e+02
